DATE,NAME,LIQUID_PRODUCTION,ZONE,SUBZONE,SECTOR,WELL_TYPE,GAS_PRODUCTION,WATER_PRODUCTION,OIL_PRODUCTION
01/06/2024,BG-0878-2_P,1768.6924,WARA,MW,6,Producer,92.7,1406.7088,361.9835999999998
01/07/2024,BG-0878-2_P,1704.27665,WARA,MW,6,Producer,70.34,1453.16535,251.11130000000003
01/08/2024,BG-0878-2_P,1882.43175,WARA,MW,6,Producer,148.56,1419.81245,462.61930000000007
01/09/2024,BG-0878-2_P,1910.9488,WARA,MW,6,Producer,148.56,1469.4561,441.4926999999998
01/10/2024,BG-0878-2_P,1095.9645499999997,WARA,MW,6,Producer,54.82,936.0025499999996,159.962
01/04/2024,BG-0879-2_P,131.80935,WARA,LW,5,Producer,37.4,45.13705,86.67229999999999
01/05/2024,BG-0879-2_P,287.8307999999999,WARA,LW,5,Producer,81.01,109.92449999999998,177.90629999999993
01/06/2024,BG-0879-2_P,275.05925,WARA,LW,5,Producer,75.61,106.24005,168.81920000000002
01/07/2024,BG-0879-2_P,272.6856,WARA,LW,5,Producer,83.06,103.1646,169.52100000000002
01/08/2024,BG-0879-2_P,193.0511,WARA,LW,5,Producer,25.22,112.31990000000002,80.73119999999997
01/09/2024,BG-0879-2_P,192.1188,WARA,LW,5,Producer,24.7,115.913,76.2058
01/10/2024,BG-0879-2_P,186.75265,WARA,LW,5,Producer,24.19,113.48715,73.2655
01/04/2024,BG-0879-2_P,668.1401999999998,WARA,MW,5,Producer,189.58,228.8013,439.3388999999999
01/05/2024,BG-0879-2_P,1458.9265999999998,WARA,MW,5,Producer,410.65,557.1741,901.7524999999998
01/06/2024,BG-0879-2_P,1394.19995,WARA,MW,5,Producer,383.26,538.48795,855.712
01/07/2024,BG-0879-2_P,1382.2298,WARA,MW,5,Producer,421.01,522.9483,859.2815
01/08/2024,BG-0879-2_P,978.4992,WARA,MW,5,Producer,127.82,569.3135,409.1857
01/09/2024,BG-0879-2_P,973.7909,WARA,MW,5,Producer,125.22,587.5226,386.2683
01/10/2024,BG-0879-2_P,946.60415,WARA,MW,5,Producer,122.63,575.23095,371.3732
01/06/2024,BG-0881-4_P,159.69765,WARA,LW,4,Producer,16.62,100.32638733372664,59.37126266627338
01/07/2024,BG-0881-4_P,299.17495,WARA,LW,4,Producer,27.54,189.81515,109.35980000000004
01/08/2024,BG-0881-4_P,242.01125,WARA,LW,4,Producer,19.41,137.11634999999998,104.8949
01/09/2024,BG-0881-4_P,249.8445,WARA,LW,4,Producer,19.19,143.6428,106.20170000000002
01/10/2024,BG-0881-4_P,261.34445,WARA,LW,4,Producer,19.34,150.23014999999995,111.11430000000004
01/06/2024,BG-0881-4_P,111.23624999999998,WARA,MW,4,Producer,11.58,69.88162382509228,41.35462617490771
01/07/2024,BG-0881-4_P,208.3955,WARA,MW,4,Producer,19.18,132.21389999999997,76.18160000000003
01/08/2024,BG-0881-4_P,168.57129999999995,WARA,MW,4,Producer,13.52,95.51149999999998,73.05979999999997
01/09/2024,BG-0881-4_P,174.0381,WARA,MW,4,Producer,13.37,100.0587,73.9794
01/10/2024,BG-0881-4_P,182.04005,WARA,MW,4,Producer,13.47,104.63634999999998,77.40370000000003
01/09/2020,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/10/2020,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/11/2020,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/12/2020,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/01/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/02/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/03/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/04/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/05/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/06/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/07/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/08/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/09/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/10/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/11/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/12/2021,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/01/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/02/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/03/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/04/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/05/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/06/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/07/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/08/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/09/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/10/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/11/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/12/2022,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/01/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/02/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/03/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/04/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/05/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/06/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/07/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/08/2023,BG-0883-3_P,0.0,WARA,LW,4,Producer,0.0,0.0,0.0
01/09/2023,BG-0883-3_P,93.39815,WARA,LW,4,Producer,7.99,72.75059162517934,20.64755837482066
01/10/2023,BG-0883-3_P,237.3439,WARA,LW,4,Producer,53.02,177.21899999999997,60.124900000000025
01/11/2023,BG-0883-3_P,236.42475,WARA,LW,4,Producer,45.21,177.59454999999997,58.83020000000002
01/12/2023,BG-0883-3_P,232.0099,WARA,LW,4,Producer,26.74,180.6091,51.400799999999975
01/01/2024,BG-0883-3_P,227.48015,WARA,LW,4,Producer,27.16,177.79754999999997,49.68260000000004
01/02/2024,BG-0883-3_P,232.51925,WARA,LW,4,Producer,26.42,182.93345,49.58579999999998
01/03/2024,BG-0883-3_P,261.8189,WARA,LW,4,Producer,27.6,210.4907,51.32819999999998
01/04/2024,BG-0883-3_P,270.1194,WARA,LW,4,Producer,30.57,212.3177,57.80169999999998
01/05/2024,BG-0883-3_P,280.7197,WARA,LW,4,Producer,17.99,211.8102,68.90949999999998
01/06/2024,BG-0883-3_P,265.89745,WARA,LW,4,Producer,19.21,201.10195,64.7955
01/07/2024,BG-0883-3_P,261.8734,WARA,LW,4,Producer,17.22,202.2083,59.6651
01/08/2024,BG-0883-3_P,251.53115,WARA,LW,4,Producer,16.11,195.64125,55.88989999999998
01/09/2024,BG-0883-3_P,270.83695,WARA,LW,4,Producer,14.01,220.54935,50.2876
01/10/2024,BG-0883-3_P,283.3205,WARA,LW,4,Producer,13.76,231.9681,51.35239999999996
01/09/2020,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/10/2020,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/11/2020,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/12/2020,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/01/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/02/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/03/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/04/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/05/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/06/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/07/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/08/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/09/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/10/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/11/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/12/2021,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/01/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/02/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/03/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/04/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/05/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/06/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/07/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/08/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/09/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/10/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/11/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/12/2022,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/01/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/02/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/03/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/04/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/05/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/06/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/07/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/08/2023,BG-0883-3_P,0.0,WARA,MW,4,Producer,0.0,0.0,0.0
01/09/2023,BG-0883-3_P,607.72155,WARA,MW,4,Producer,51.98,473.372355939288,134.34919406071202
01/10/2023,BG-0883-3_P,1544.28765,WARA,MW,4,Producer,344.97,1153.07045,391.2172000000001
01/11/2023,BG-0883-3_P,1538.3243,WARA,MW,4,Producer,294.2,1155.5166,382.80770000000007
01/12/2023,BG-0883-3_P,1509.5785999999996,WARA,MW,4,Producer,173.97,1175.1466999999998,334.4318999999998
01/01/2024,BG-0883-3_P,1480.1765999999998,WARA,MW,4,Producer,176.74,1156.8766999999998,323.2999
01/02/2024,BG-0883-3_P,1512.9248999999998,WARA,MW,4,Producer,171.91,1190.2904999999996,322.63440000000014
01/03/2024,BG-0883-3_P,1703.55415,WARA,MW,4,Producer,179.56,1369.5699499999996,333.9842000000003
01/04/2024,BG-0883-3_P,1757.5598999999993,WARA,MW,4,Producer,198.92,1381.4555999999998,376.1042999999995
01/05/2024,BG-0883-3_P,1826.46575,WARA,MW,4,Producer,117.04,1378.13655,448.3292000000001
01/06/2024,BG-0883-3_P,1730.0735,WARA,MW,4,Producer,124.96,1308.4974,421.5761
01/07/2024,BG-0883-3_P,1703.9222499999996,WARA,MW,4,Producer,112.07,1315.69375,388.2284999999997
01/08/2024,BG-0883-3_P,1636.63595,WARA,MW,4,Producer,104.85,1272.98255,363.65340000000015
01/09/2024,BG-0883-3_P,1762.22535,WARA,MW,4,Producer,91.13,1435.01715,327.20820000000003
01/10/2024,BG-0883-3_P,1843.48905,WARA,MW,4,Producer,89.52,1509.3354499999996,334.1536000000003
01/01/2015,BG-0884-1_P,1267.3408,WARA,LW,3,Producer,150.63,0.4466,1266.8942
01/02/2015,BG-0884-1_P,2287.0169,WARA,LW,3,Producer,722.29,1.2179999999999995,2285.7989
01/03/2015,BG-0884-1_P,682.6489,WARA,LW,3,Producer,225.23,0.4871999999999999,682.1617
01/04/2015,BG-0884-1_P,2394.9046,WARA,LW,3,Producer,700.28,0.0,2394.9046
01/05/2015,BG-0884-1_P,3072.2626,WARA,LW,3,Producer,777.3,0.0,3072.2626
01/06/2015,BG-0884-1_P,3102.5731,WARA,LW,3,Producer,898.67,0.0,3102.5731
01/07/2015,BG-0884-1_P,3121.73135,WARA,LW,3,Producer,932.5,0.2943499999999999,3121.437
01/08/2015,BG-0884-1_P,1079.98445,WARA,LW,3,Producer,319.22,3.21755,1076.7669
01/09/2015,BG-0884-1_P,5291.39475,WARA,LW,3,Producer,1848.58,2.18225,5289.212500000001
01/10/2015,BG-0884-1_P,5097.3186,WARA,LW,3,Producer,1915.83,0.0,5097.3186
01/11/2015,BG-0884-1_P,5269.3201,WARA,LW,3,Producer,1949.33,0.0,5269.3201
01/12/2015,BG-0884-1_P,6129.4123,WARA,LW,3,Producer,1847.1,0.0,6129.4123
01/01/2016,BG-0884-1_P,6173.407899999998,WARA,LW,3,Producer,1696.09,0.0,6173.407899999998
01/02/2016,BG-0884-1_P,6413.4114,WARA,LW,3,Producer,1997.01,0.0,6413.4114
01/03/2016,BG-0884-1_P,6566.9846,WARA,LW,3,Producer,2174.18,0.0,6566.9846
01/04/2016,BG-0884-1_P,4975.57945,WARA,LW,3,Producer,1634.68,3.21755,4972.3619
01/05/2016,BG-0884-1_P,6675.2743,WARA,LW,3,Producer,2312.94,3.4916,6671.7827
01/06/2016,BG-0884-1_P,6964.43575,WARA,LW,3,Producer,2527.26,0.6800499999999999,6963.7557
01/07/2016,BG-0884-1_P,6988.34005,WARA,LW,3,Producer,2519.27,1.71535,6986.624699999999
01/08/2016,BG-0884-1_P,6548.91985,WARA,LW,3,Producer,2782.14,3.46115,6545.4587
01/09/2016,BG-0884-1_P,7141.02625,WARA,LW,3,Producer,2971.1,5.45055,7135.5757
01/10/2016,BG-0884-1_P,6555.29225,WARA,LW,3,Producer,2590.11,0.9642499999999998,6554.328
01/11/2016,BG-0884-1_P,6753.23465,WARA,LW,3,Producer,2577.7,6.262549999999999,6746.9721
01/12/2016,BG-0884-1_P,6287.4136,WARA,LW,3,Producer,2453.72,28.7854,6258.6282
01/01/2017,BG-0884-1_P,6127.2828,WARA,LW,3,Producer,2589.72,128.35689999999997,5998.9259
01/02/2017,BG-0884-1_P,3943.867,WARA,LW,3,Producer,1698.92,127.89,3815.977
01/03/2017,BG-0884-1_P,4690.848700000001,WARA,LW,3,Producer,1455.22,1569.1697,3121.679000000001
01/04/2017,BG-0884-1_P,5524.759599999999,WARA,LW,3,Producer,1637.4,1596.0468999999996,3928.712699999999
01/05/2017,BG-0884-1_P,6157.552199999999,WARA,LW,3,Producer,1727.21,1073.3016,5084.250599999999
01/06/2017,BG-0884-1_P,6147.65805,WARA,LW,3,Producer,1766.15,472.37085,5675.2872
01/07/2017,BG-0884-1_P,6077.55665,WARA,LW,3,Producer,1441.77,1414.0472499999996,4663.509400000001
01/08/2017,BG-0884-1_P,5895.345199999999,WARA,LW,3,Producer,1156.17,1989.5015,3905.843699999999
01/09/2017,BG-0884-1_P,5180.6677,WARA,LW,3,Producer,1030.94,1677.6935,3502.9742
01/10/2017,BG-0884-1_P,5747.71975,WARA,LW,3,Producer,1070.13,2014.15585,3733.5639
01/11/2017,BG-0884-1_P,5980.763849999999,WARA,LW,3,Producer,1118.65,2085.7133499999995,3895.050499999999
01/12/2017,BG-0884-1_P,5954.80045,WARA,LW,3,Producer,1182.4,2051.81235,3902.9881
01/01/2018,BG-0884-1_P,5574.350549999999,WARA,LW,3,Producer,1092.49,2053.39575,3520.954799999999
01/02/2018,BG-0884-1_P,4877.899799999999,WARA,LW,3,Producer,1387.49,1752.9658999999997,3124.9339
01/03/2018,BG-0884-1_P,5927.71435,WARA,LW,3,Producer,1921.09,1181.93705,4745.7773
01/04/2018,BG-0884-1_P,6880.91805,WARA,LW,3,Producer,1629.24,1184.69785,5696.2202
01/05/2018,BG-0884-1_P,6368.094599999999,WARA,LW,3,Producer,1673.38,1488.7816999999998,4879.312899999999
01/06/2018,BG-0884-1_P,6212.6507,WARA,LW,3,Producer,1216.31,2086.3934,4126.2573
01/07/2018,BG-0884-1_P,6229.76565,WARA,LW,3,Producer,1778.92,1733.22415,4496.5415
01/08/2018,BG-0884-1_P,6196.35765,WARA,LW,3,Producer,1428.71,2537.06355,3659.2941
01/09/2018,BG-0884-1_P,6289.508549999999,WARA,LW,3,Producer,1207.42,2974.4473499999995,3315.061199999999
01/10/2018,BG-0884-1_P,4624.34665,WARA,LW,3,Producer,945.38,2163.21875,2461.1279000000004
01/11/2018,BG-0884-1_P,4236.9837,WARA,LW,3,Producer,837.15,2019.5861,2217.3976
01/12/2018,BG-0884-1_P,7160.324699999999,WARA,LW,3,Producer,1228.0,2354.4346,4805.890099999999
01/01/2019,BG-0884-1_P,6934.902349999999,WARA,LW,3,Producer,846.56,3896.16885,3038.733499999999
01/02/2019,BG-0884-1_P,175.5963,WARA,LW,3,Producer,19.31,107.6306,67.96570000000001
01/03/2019,BG-0884-1_P,6736.670749999998,WARA,LW,3,Producer,863.34,3817.36425,2919.3064999999983
01/04/2019,BG-0884-1_P,5976.210099999998,WARA,LW,3,Producer,1317.41,1742.7346999999995,4233.475399999999
01/05/2019,BG-0884-1_P,5849.268249999999,WARA,LW,3,Producer,1391.21,1615.1999499999995,4234.0683
01/06/2019,BG-0884-1_P,5790.89905,WARA,LW,3,Producer,1387.49,1566.2566499999996,4224.642400000001
01/07/2019,BG-0884-1_P,5468.15025,WARA,LW,3,Producer,1263.35,1477.6065499999993,3990.5437
01/08/2019,BG-0884-1_P,4927.2247,WARA,LW,3,Producer,952.58,2039.3177,2887.907
01/09/2019,BG-0884-1_P,5247.016799999999,WARA,LW,3,Producer,1164.97,2280.2178,2966.7989999999986
01/10/2019,BG-0884-1_P,5504.46405,WARA,LW,3,Producer,1079.43,2362.74745,3141.7166
01/11/2019,BG-0884-1_P,6517.007,WARA,LW,3,Producer,651.68,2532.9731,3984.0339
01/12/2019,BG-0884-1_P,6314.22885,WARA,LW,3,Producer,402.6,2895.84575,3418.3831000000005
01/01/2020,BG-0884-1_P,5883.5162,WARA,LW,3,Producer,526.42,2950.6456000000003,2932.8706
01/02/2020,BG-0884-1_P,6044.97875,WARA,LW,3,Producer,583.16,2956.50215,3088.4766000000004
01/03/2020,BG-0884-1_P,6266.67805,WARA,LW,3,Producer,667.53,2848.28285,3418.3952000000004
01/04/2020,BG-0884-1_P,6139.56205,WARA,LW,3,Producer,626.94,2958.5930499999995,3180.969000000001
01/05/2020,BG-0884-1_P,5892.541899999998,WARA,LW,3,Producer,567.09,3136.5733000000005,2755.968599999998
01/06/2020,BG-0884-1_P,4903.93035,WARA,LW,3,Producer,724.33,2776.84715,2127.0832
01/07/2020,BG-0884-1_P,4994.5785,WARA,LW,3,Producer,676.19,3113.5125,1881.066
01/08/2020,BG-0884-1_P,5004.6409,WARA,LW,3,Producer,602.58,3277.3538,1727.2871000000005
01/09/2020,BG-0884-1_P,5094.37175,WARA,LW,3,Producer,597.38,3343.56225,1750.8095000000003
01/10/2020,BG-0884-1_P,5062.959699999999,WARA,LW,3,Producer,777.04,2839.6451999999995,2223.314499999999
01/11/2020,BG-0884-1_P,4516.85635,WARA,LW,3,Producer,847.0,2000.18945,2516.6669
01/12/2020,BG-0884-1_P,3652.91015,WARA,LW,3,Producer,624.16,2108.55085,1544.3593
01/01/2021,BG-0884-1_P,3768.8747,WARA,LW,3,Producer,571.28,2352.364,1416.5106999999998
01/02/2021,BG-0884-1_P,3610.19775,WARA,LW,3,Producer,667.57,2058.28805,1551.9096999999997
01/03/2021,BG-0884-1_P,1945.3226,WARA,LW,3,Producer,357.3,1091.4498,853.8727999999999
01/04/2021,BG-0884-1_P,4030.7826,WARA,LW,3,Producer,670.6,2196.9066,1833.876
01/05/2021,BG-0884-1_P,5140.114699999999,WARA,LW,3,Producer,592.38,2858.8896,2281.225099999999
01/06/2021,BG-0884-1_P,5201.78235,WARA,LW,3,Producer,566.12,2919.0689499999994,2282.713400000001
01/07/2021,BG-0884-1_P,5011.309399999999,WARA,LW,3,Producer,479.58,2991.4079999999994,2019.9014
01/08/2021,BG-0884-1_P,5205.832899999999,WARA,LW,3,Producer,489.51,3128.9405,2076.8923999999984
01/09/2021,BG-0884-1_P,5308.4603,WARA,LW,3,Producer,624.85,2533.7851,2774.6752
01/10/2021,BG-0884-1_P,5372.4028,WARA,LW,3,Producer,529.94,2540.2404999999994,2832.1623000000004
01/11/2021,BG-0884-1_P,5230.62595,WARA,LW,3,Producer,563.67,2687.75045,2542.8755
01/12/2021,BG-0884-1_P,5173.169599999998,WARA,LW,3,Producer,574.71,2606.1546,2567.0149999999985
01/01/2022,BG-0884-1_P,5133.281199999999,WARA,LW,3,Producer,640.93,2892.5064000000007,2240.774799999998
01/02/2022,BG-0884-1_P,4967.8935,WARA,LW,3,Producer,616.49,2846.9329,2120.9606000000003
01/03/2022,BG-0884-1_P,4539.6321,WARA,LW,3,Producer,548.26,2616.9542,1922.6779
01/04/2022,BG-0884-1_P,3566.5342,WARA,LW,3,Producer,523.49,1703.8601999999996,1862.6740000000004
01/05/2022,BG-0884-1_P,4273.7502,WARA,LW,3,Producer,464.81,2476.8639000000003,1796.8863
01/06/2022,BG-0884-1_P,4433.4945,WARA,LW,3,Producer,407.41,2450.4739,1983.0206
01/07/2022,BG-0884-1_P,3222.7699,WARA,LW,3,Producer,514.08,911.8151,2310.9547999999995
01/08/2022,BG-0884-1_P,5325.1913,WARA,LW,3,Producer,561.34,2662.8525,2662.3388000000004
01/09/2022,BG-0884-1_P,3805.22835,WARA,LW,3,Producer,447.97,1653.42485,2151.8035
01/10/2022,BG-0884-1_P,4083.37455,WARA,LW,3,Producer,417.23,1962.83745,2120.5371
01/11/2022,BG-0884-1_P,4944.9148,WARA,LW,3,Producer,431.74,2682.239,2262.6757999999995
01/12/2022,BG-0884-1_P,5409.5787,WARA,LW,3,Producer,507.89,2756.4964,2653.0823
01/01/2023,BG-0884-1_P,5143.420099999999,WARA,LW,3,Producer,502.65,2538.0480999999995,2605.371999999999
01/02/2023,BG-0884-1_P,4855.9359,WARA,LW,3,Producer,464.59,2428.083,2427.8529000000003
01/03/2023,BG-0884-1_P,4956.00585,WARA,LW,3,Producer,588.81,2471.21035,2484.7955
01/04/2023,BG-0884-1_P,5188.4922,WARA,LW,3,Producer,589.39,2751.6853,2436.8069
01/05/2023,BG-0884-1_P,5686.63285,WARA,LW,3,Producer,608.55,3179.35555,2507.2773
01/06/2023,BG-0884-1_P,5804.117549999999,WARA,LW,3,Producer,674.52,3247.7868499999995,2556.3306999999995
01/07/2023,BG-0884-1_P,5671.4634000000015,WARA,LW,3,Producer,711.27,3064.2038,2607.2596000000017
01/08/2023,BG-0884-1_P,4899.492549999999,WARA,LW,3,Producer,516.19,2605.96175,2293.530799999999
01/09/2023,BG-0884-1_P,4843.8315,WARA,LW,3,Producer,489.02,2550.2281,2293.6034000000004
01/10/2023,BG-0884-1_P,4703.12205,WARA,LW,3,Producer,491.23,2473.38245,2229.7396
01/11/2023,BG-0884-1_P,4970.93375,WARA,LW,3,Producer,476.76,2795.52315,2175.4106
01/12/2023,BG-0884-1_P,4708.04965,WARA,LW,3,Producer,437.78,2621.8160500000004,2086.2336
01/01/2024,BG-0884-1_P,3222.42315,WARA,LW,3,Producer,273.36,1832.02425,1390.3989
01/02/2024,BG-0884-1_P,0.0,WARA,LW,3,Producer,0.0,0.0,0.0
01/03/2024,BG-0884-1_P,4311.30845,WARA,LW,3,Producer,367.73,2561.89045,1749.4180000000006
01/04/2024,BG-0884-1_P,5190.64635,WARA,LW,3,Producer,450.87,3107.59505,2083.0513
01/05/2024,BG-0884-1_P,5231.69115,WARA,LW,3,Producer,443.14,3166.789850000001,2064.901299999999
01/06/2024,BG-0884-1_P,5095.69575,WARA,LW,3,Producer,445.42,3098.0946499999995,1997.6011000000003
01/07/2024,BG-0884-1_P,4801.379,WARA,LW,3,Producer,420.31,3182.4716000000003,1618.9073999999996
01/08/2024,BG-0884-1_P,4716.5666,WARA,LW,3,Producer,422.51,3167.8150000000005,1548.7515999999996
01/09/2024,BG-0884-1_P,4783.4974,WARA,LW,3,Producer,412.33,3235.617,1547.8804
01/10/2024,BG-0884-1_P,4784.687599999998,WARA,LW,3,Producer,413.97,3187.1609,1597.5266999999983
01/01/2015,BG-0884-1_P,401.2571,WARA,MW,3,Producer,47.69,0.1421,401.115
01/02/2015,BG-0884-1_P,724.0988,WARA,MW,3,Producer,228.69,0.3857,723.7130999999999
01/03/2015,BG-0884-1_P,216.13725,WARA,MW,3,Producer,71.31,0.1522499999999999,215.985
01/04/2015,BG-0884-1_P,758.2585999999999,WARA,MW,3,Producer,221.71,0.0,758.2585999999999
01/05/2015,BG-0884-1_P,972.7069,WARA,MW,3,Producer,246.1,0.0,972.7069
01/06/2015,BG-0884-1_P,982.3022,WARA,MW,3,Producer,284.53,0.0,982.3022
01/07/2015,BG-0884-1_P,988.37095,WARA,MW,3,Producer,295.24,0.09135,988.2796
01/08/2015,BG-0884-1_P,341.9325,WARA,MW,3,Producer,101.07,1.015,340.9175
01/09/2015,BG-0884-1_P,1675.306,WARA,MW,3,Producer,585.28,0.6902,1674.6158
01/10/2015,BG-0884-1_P,1613.8617,WARA,MW,3,Producer,606.57,0.0,1613.8617
01/11/2015,BG-0884-1_P,1668.3238,WARA,MW,3,Producer,617.18,0.0,1668.3238
01/12/2015,BG-0884-1_P,1940.6343,WARA,MW,3,Producer,584.81,0.0,1940.6343
01/01/2016,BG-0884-1_P,1954.5614,WARA,MW,3,Producer,537.0,0.0,1954.5614
01/02/2016,BG-0884-1_P,2030.5494,WARA,MW,3,Producer,632.27,0.0,2030.5494
01/03/2016,BG-0884-1_P,2079.1793,WARA,MW,3,Producer,688.37,0.0,2079.1793
01/04/2016,BG-0884-1_P,1575.3097,WARA,MW,3,Producer,517.55,1.015,1574.2947
01/05/2016,BG-0884-1_P,2113.46385,WARA,MW,3,Producer,732.3,1.10635,2112.3575
01/06/2016,BG-0884-1_P,2205.01465,WARA,MW,3,Producer,800.16,0.21315,2204.8015
01/07/2016,BG-0884-1_P,2212.5854,WARA,MW,3,Producer,797.63,0.5481,2212.0373
01/08/2016,BG-0884-1_P,2073.4511,WARA,MW,3,Producer,880.85,1.0962,2072.3549000000003
01/09/2016,BG-0884-1_P,2260.9165,WARA,MW,3,Producer,940.68,1.7254999999999998,2259.191
01/10/2016,BG-0884-1_P,2075.4787,WARA,MW,3,Producer,820.05,0.3044999999999999,2075.1742
